building_type,dengji,jianzhumianji,loupan_content,loupandizhi,price_perunit,release_date,service_price,suozailouceng,titile,total_price_10K,url,xzl_content,zhuangxiu
纯写字楼,甲级,670㎡,开 发 商：,"['广州', '黄埔', '萝岗', '绿地中央广场']",(15200元/㎡),2019/7/11 14:24:52,10.00元/平米·月,低区(共34层),绿地城 一首纯写字楼 面积670方 急售15200元/方,1018,https://gz.office.fang.com/shou/3_240439501.html,鸿添地产-写字楼代理-赖迪昌-欢迎您光临！24咨询热线：158-1711-3158写字楼简介：            写字楼为纯写字楼整栋高150米、大堂高挑9米，每层米，定位全球功能总部，写字楼为地标物业。1首写字楼，面积低层86方至256方一个房（整层1340方）。中低层143至265方（整层2025方），中高层整层面积2090方，高层2整层面积200方；整栋写字楼外墙都是防辐射玻璃；有空调配置（可以自己自由开关使用）。业主全权委托我代理处售，随时方便看房。不管是自己用还是收租划算。购买电话：158-1711-3158写字楼参数：A：总建筑面积：约7万方。B:  整栋共34层。C:  装修情况：毛坯。D:写字楼配套：8台电梯。E: 售价：15200元/方起。F:看方方式：电约即可看。,简装修(可分割)
简装修(不可分割),其它,51㎡,富力盈丰大厦位于珠江新城华强路，紧临广州大道及黄埔大道，地铁3号线、5号线。东区现已形成一个高档居住社区和休闲消费商业区，西区坐拥东山、天河中心城区以及珠江新城双“城”配套，文化医疗商业娱乐教育均十分成熟，是以商务办公为主的城市经济总部。,"['广州', '天河', '珠江新城西', '富力盈丰大厦']",(34000元/㎡),2019/8/26 23:14:02,6.50元/平米·月,中区(共29层),富力盈丰大厦，位于珠江新城，精装修，随时过户,173,https://gz.office.fang.com/shou/3_241762523.html,本人声明：诚信为本，服务领先！真实有效，杜绝虚假！现网上大部分发布的都是虚假房源，但此房源信息真实有效！本店是二手房网上的旗舰店铺，所推的房源，价位都是真实的，全部的房源都是本人的亲自与业主沟通过、图片也是现场拍回来的，全部都是可交易的真实房源。所以不要拿本店房源与其他的虚假房源做对比！     如果您在本店没有看到合适的，也请您不要关掉网页，请点击我的头像可以在我的房源库查看更多附近楼盘的笋盘！ 诚心买房，欢迎来电：黎庆辉（ 132-6535-9091微信同号，24H在线）,
纯写字楼,甲级,196㎡,"富力科讯大厦楼盘占地6072平方米，总建筑面积61320平方米，其中写字楼部分3.6万平方米，裙楼商业配套达8100平方米，地上24层，地下3层车库，提供300多个车位。其中黄埔大道东西贯穿天河并连接黄埔经济开发区，华南快速干线南北通达广州科学城、新塘及琶洲会展中心，通过内环路则可以快捷地通往市内各地。

　　","['广州', '天河', '珠江新城东', '富力科讯国际大厦']",(26000元/㎡),2019/9/10 10:32:58,16.50元/平米·月,中区(共31层),富力科讯大厦出售 正对电梯口 豪华装修 带租约卖 6厘租金,510,https://gz.office.fang.com/shou/3_242165672.html,富力科讯大厦简介富力科讯大厦位处珠江新城东北侧主要商务带，富力科讯大厦属广州CBD与天河高新技术园接壤区域。富力科讯大厦占地面积逾6千平方米，富力科讯大厦总建筑面积超过6万平方米，富力科讯大厦作为高新技术与通讯设备类行业定位，富力科讯大厦采用人性化创意规划与国际化商务硬件配置，富力科讯大厦力创21世纪广州CBD优尚商务环境。富力科讯大厦物业详尽富力科讯大厦地址：广州市天河区黄埔大道西638号富力科讯大厦楼层：24层;1-4层为商场和餐厅，5-24层为写字楼，其中19－24层为广东省农村信用社，地下1层为员工餐厅，地下2-4层为停车场。富力科讯大厦实用率：74％富力科讯大厦楼底高度：2.7米富力科讯大厦电梯：9台日立高速电梯;1-15层3部，5-15层1部，16-24层3部，19-24层1部，1-24层1部富力科讯大厦停车位：341个车位，月租1200元/月（12），月租1900元/月（24），时租8元/富力科讯大厦管理费：17.5元/平方/月富力科讯大厦周边配套富力科讯大厦周边交通：公交车站：国防大厦站、红线女站、跑马场站等约20条公交线路富力科讯大厦周边餐饮：新洋坊潮洲酒家、广东人家、都城快餐、怡轩茶馆富力科讯大厦周边银行：工商银行、中国银行、建设银行、农业银行等富力科讯大厦优、缺点富力科讯大厦优点1、 单元设计方正易于间隔，实用率达74％2、 硬件设施完善，智能层间空调，空调可24富力科讯大厦缺点1、距离珠江新城商务区有一定距离，交通配套尚未完善,精装修(不可分割)
纯写字楼,,670㎡,天盈广场东塔是珠江新城可售的全江景超甲级写字楼，更是珠江新城拥有五大业态的商业标杆，项目建筑进行了约45度的旋转，实现了景观的优化，南向拥有一线江景、西南向与广州塔遥相呼应，西面尽览中轴地标景观，北面则可享珠江公园绿色生态园林景致。天盈广场东塔总建筑面积约12.6万㎡、楼高57层；其中负一层至负四层是地下停车场，车位约500个（尽量实现1:1配比）的，首层是写字楼大堂、1层至5层是商场裙楼、6层为架空层，7层至57层为写字楼，共分为5个区，目前可售1、2、3区，7至36层，1区是7至16层（其中14层为避难层），2区17至26层，3区27至36层（其中29层为避难层），单层面积约2500-28,"['广州', '天河', '珠江新城中', '天盈广场']",(55000元/㎡),2019/8/14 17:34:50,,中区(共39层),天盈广场 对电梯口卖 业主诚心出售 可小刀 带租约,3685,https://gz.office.fang.com/shou/3_241425677.html,天盈广场简介:    天盈广场不只是一个写字楼商场的简单组合，而是以一种全新的生活，汇聚服务、购物广场、六酒店、写字楼。天盈广场占地面积约7万㎡，总建筑面积约45万㎡，楼高39层，B1层-B4层是地下停车场，1层-5层是商场，6层是写字楼大堂、7层-39层为写字楼，其中10层及25层为避难层，总体可售共31层，单层面积约2000㎡，标准层约4.2米，装修后净高约2.9米，交楼标准为带精装修，全层实用率约66%。天盈广场的物业管理公司为启胜物业管理有限公司，该公司是香港新鸿基地产集团全资附属机构。启胜管理多个商厦及物业，包括香港环球贸易广场ICC、中环国际金融、湾仔中环广场及新鸿基、东九龙创纪之城及旺角新世纪广场等。  天盈广场物业详尽:天盈广场地址：珠江新城兴民路222号天盈广场评定：超写字楼天盈广场楼层分布：由三栋塔楼组成，分别总层数为39层和57层天盈广场开发商公司：富力地产，香港新鸿基地产，广州市富景房地产开发有限公司天盈广场物业公司：广州启胜物业管理有限公司天盈广场实用率：68-75%，单间68%，半层71-72%，全层75%天盈广场管理费：天盈广场西塔30元/平方/月、天盈广场东塔35元/平方/月  天盈广场周边配套:天盈广场周边交通地铁：猎德地铁站，地铁五号线A出口。公交站：临江大道中、冼村路南、猎德东、猎德、猎德码头、海心沙公园。天盈广场周边饮食：德味体验馆、猎人吧、点都德、炳胜品味；天盈广场周边酒店：广州嘻哈酒店、广州富力丽思卡尔顿酒店、广州四季酒店天盈广场周边银行：广发银行、招商银行、渤海银行、广东发展银行、中国银行,精装修(不可分割)
商业综合体楼,甲级,1180㎡,大都会广场建筑简介高182米的大都会广场是整个大都会广场项目的一部份，整个项目分为三部分，一是48层的大都会广场，一是28层的中国市长大厦，两座建筑透过三层的商业裙房组成一个前后高低错落有致的整体。大都会广场作为一座大型建筑，其真正经得起反覆推敲的、精致的地方，在于建筑的比例、尺度、格式从整体到细部都处理得非常严谨，遵循了古典建筑的一些基本法则。另一方面，它使用了现代技术及材料，是古典主义与现代风格的完美结合。大厦比较成功地以现代科技再现了古典建筑的精妙绝伦，是广州比较典型的新古典主义建筑。建筑外观非常简洁，方正、直线条，建筑主体部分的外墙全部以耀眼的金色玻璃幕墙覆盖，干净利落，充满理性色彩。,"['广州', '天河', '天河北', '大都会广场']",(21000元/㎡),2019/8/22 15:47:32,27.00元/平米·月,高区(共48层),大都会广场 全层带装修『有租约可以交吉』自用皆可,2478,https://gz.office.fang.com/shou/3_241643778.html,大都会广场简介大都会广场是整个大都会项目的一部分，整个项目分为三部分，一是大都会广场，一是中国市长大厦，两座建筑透过三层的商业裙房组成一个前后高低错落有致的整体。另外一方面，它使用了现代技术及材料，是古典主义与现代风格的结合。大厦比较成功的以现代科技再现了古典建筑的精妙绝伦，是广州比较典型的新古典主义建筑。建筑外观简洁、方正，外墙以金色玻璃覆盖，与天河北浓郁的商业氛围协调一致，使其成为附近一带的建筑亮点。 大都会广场物业详尽地址：广州市天河北路183-187号楼层： 48层实用率：70%楼底高度：2.7米电梯：9台日本三菱电梯（8客梯，1货梯）停车位：220个车位，月租1800元/月（24，固定车位），1300-1500元/月（不固定车位）；时租10元/（8：00-20：00）管理费：27元/平方/月 大都会广场周边配套周边交通：地铁3号线林和西站公交（林和西站）：122、177、183、185、195、209、214、233、256、263、271、280、283、292、302A、周边餐饮：真功夫、7-11、皇朝食府周边银行：工商银行、中国银行、民生银行、东亚银行等,精装修(不可分割)
纯写字楼,甲级,973㎡,"富力·天域中心是富力地产于海珠区倾力打造的高端项目，楼盘位于江南西路与江南大道交界处，共40层，总建筑面积13万平方米，项目定位为海珠区地标式综合体，其中裙楼商业面积约6万㎡，将建成大型一站式购物中心，裙楼上方规划为超甲级写字楼，总建面约5万㎡，面积87-1800㎡。地下5层停车场，1-8层商业配套，10-40层超甲级写字楼

连接地铁二号线江南西地铁站，紧邻江南大道、江南西路等主干道，到达其他商务区及高速路网均十分便利；项目紧邻江南新地及江南西商业街、广百新一城、万国广场、百佳、家乐福、丽日广场等众多商业网点，商业气氛浓厚。
作为富力地产在海珠区倾力打造的鼎级商厦之作，坐拥江南西核心地","['广州', '海珠', '江南西', '富力天域中心']",(32000元/㎡),2019/8/8 17:52:28,18.00元/平米·月,高区(共40层),富力天域急售高层靓景 973方32000元各付 交通方便 管理良好,3114,https://gz.office.fang.com/shou/3_241253495.html,自用楼盘：富力天域中/心出售楼层：高层出售面积：973平方出售单价：32000元/方（各付各税）单元概况：高层南向，973平方，32000元/方且各付各税，可自用推荐理由1. 江南新地及江南西商业街、广百新一城、万国广场、百佳、家乐福、丽日广场等众多商业网点，商业气氛浓厚。2. 交通明显，地铁二号线江南西地铁站A出口，周边为江南大道、江南西路等主干道，到达其他商务区及高速路比较便利。3.各付各税，税费低富力天域中/心写字楼简介富力·天域是富力地产于海珠区倾力打造的项目，位于江南西路与江南大道交界处，共40层，地下5层停车场，1-8层商业配套，10-40层*写字楼。总建筑面积13万平米，项目定位为海珠区式综合体，其中裙楼商业面积约6万平米，将建成大型购物，裙楼上方规划为*写字楼，总建面约5万平米，户型为面积87-1800平米自由组合。项目区位优越，地处海珠区*为繁华的江南西商圈物业详尽地址：广州市海珠区江南大道中与江南西路交汇处评定： *写字楼楼层分布：40层。实用率：70%电梯：低区10-29层6台；高区30-40层4台；高区2台，低区2台通往地下车库；消防梯2台；梯速：4m/s停车位：地下5层停车场管理费：18元/月/平方米周边配套周边交通：江南西站、地铁2号线；接驳周边商业：周边商业氛围成熟浓厚；江南新地及江南西商业街，广百新一城，万国商业广场，摩登海购百货，丽日广场，信和广场，保华广场，家囘乐囘福，国美电器，婚纱一条街。周边医院：医疗系统配套齐全，广州医学院附属医院，海珠区*人民医院，中附属骨伤科医院，广州市海珠区妇幼保健院，广州市红十字会医院等周边银行：周边的银行系统网点众多，国有五大银行均设有网点；另外中信银行，招商银行，平安银行等股份制银行也遍布其中。交通出行无缝连接二号线江南西站；内环入口，立体交通20通达全城楼盘概况楼盘名称：富力天域中心板块：江南西物业类别：*超**写字楼物业公司：富力地产CBD管理中心售楼地址：广州市海珠区江南大道中与江南西路交汇处开发商：广州富力地产股份有限公司装修情况：精装占地面积：18000㎡总建筑积：136072㎡建筑类别：高层楼层状况：地下5层停车场，1-8层商业配套，10-40层超**写字楼容积率:7.22绿化率: 30%开盘时间：2013-10-26 入住时间:预计2015年4月底面积段：73-253平方米电梯：低区10-29层6台；高区30-40层4台；高区2台，低区2台通往地下车库；消防梯2台；梯速：4m/s,精装修(可分割)
纯写字楼,甲级,508㎡,"万科云位于广州市核心区——天河区的商务综合体，“十二五”规划重点发展项目——天河智慧城内，周边云集约1550家高新科技软件企业。项目邀请国际设计团队【马达思班】，倾力打造充满个性、创意、灵动的国际空间，并通过巧妙的运动体验式园林设计，配以游泳池、健身房、食堂、银行、餐饮等一站式丰富配套，构建品质都市生活的。

项目占地2.8万平米，总建面8.3万平米，灵活百变 的【九立方】创意空间和3.6米万科自持的标准小面积【云平方】写字楼产品。

项目的建筑形体本身就是一个具有时代感的大型雕塑。设计师将四栋楼栋的顶层全部打通，在屋顶形成了一个递进向上的空中花园。除了种植绿植，更设置了环形慢跑道及康","['广州', '天河', '智慧城', '万科云']",(21000元/㎡),2019/8/26 11:49:08,13.00元/平米·月,高区(共10层),天河智慧城『万科云+高』508方+欢迎致电,1067,https://gz.office.fang.com/shou/3_241744995.html,"因为专业 中原地产小陈 所以选择一、 万科云城写字楼：『地址』：广州市天河区华观路与高唐路交汇处『单位』：低/中/高层『面积』：写字楼100/㎡-6000㎡；：18㎡-600㎡；：20㎡-600㎡『价位』：写字楼1.6-1.8万；：1.9-2.3万；：3万-7.5万 『管理费』：13元/㎡；（独立控制空调）『交通』：地铁站：智慧城站；（地铁21号线2）；公交： 78a路、578路、581路、773路、901a路、902路、高峰快线32路、夜68路、582路、B26路『室内装修』：精装修、有间隔、会议室、员工区域、玻璃门；『适合行业』：科技，律师，金融,保险,贸易,广告，电商等行业『个人点评』：1.  万科云城米酷位于天河智慧城，政府新型科技集散地，经济发展迅速，GDP仅次珠江新城！蕴藏商机！2.  邻近多条快速主干道，21号线智慧城，捷达珠江新城。3.  双，广佛环线连通广州两大交通枢纽“南站”和“机场”4.   有60万平方城市创意综合体，有别于一般的地产项目，万科云城提供的绝不仅仅是一个住所，更出彩的是多元化社区生活体验.5. 万科云创业空间、万科里商业、万科塾基地、万科米酷、万科驿青年、万科派服务、云创空间孵化器等8大万科产品系组成约60万方的城市创意综合体.",精装修(可分割)
纯写字楼,乙级,1500㎡,"　建和中心大厦位于广州市天河体育西路，毗邻广州市购书中心，天河城购物中心，天河体育中心。四周商厦簇拥，是广州市新的工商金融荟萃之地。
　　建和中心大厦动态与静态交通，符合国际化大都市的规范，外延城市主干道，内涵300多个编排的停车位，可保证业主出入便利，停车安全。
　　建和中心大厦总建筑面积约8.3万平方米，以矩型平面为基础，中间贯穿一个榄核型，将南北两个塔楼嵌合在一起，橄榄绿色的玻璃幕墙，晶如翠玉，生机勃勃。
　　地下停车库三层，可停泊三百多辆汽车。裙楼四层，首层5米层高，2-4层4。5米层高，尤其适合金融、保险、旅游等实力雄厚大公司显示宏伟气势的办公需要。
　　5-29层3。2米层","['广州', '天河', '体育中心', '建和中心']",(17000元/㎡),2019/9/10 10:45:28,17.00元/平米·月,中区(共31层),建和出售 全层1500平方 豪华装修 业主急售 价格,2550,https://gz.office.fang.com/shou/3_242166611.html,"建和简介建和大厦 位于广州市天河体育西路,毗邻广州市购书,天河城购物,天河体育.四周商厦簇拥,是广州市新的工商金融荟萃之地。大厦动态与静态交通,符合国际化大都市的规范,外延城市主干道,内涵300多个编排的停车位,可保证业主出入便利,停车安全.总建筑面积约8.3万平方米,以矩型平面为基础,中间贯穿一个榄核型,将南北两个塔楼嵌合在一起,橄榄绿色的玻璃幕墙,晶如翠玉,生机勃勃。建和物业详尽建和地址：广州市天河区体育西路建和评定：写字楼建和楼层分布：总楼层为26层（不设4、14、24层）;1层为大堂;2层以上为写字楼;地下一至二层为停车场建和实用率：70％建和楼底高度：2.4米建和电梯：4台速蒂森虎伯电梯建和停车位：共300个车位;月租：￥900元/月;时租：￥10元/,15以内不收费建和管理费：17元/㎡建和周边配套建和周边交通：：1号、3号线体育西路站;公交：体育西站，体育站建和周边餐饮：肯德基、真功夫、哈根达斯、仙踪林、新潮楼、老湘楼、无国界餐厅等建和周边银行：招商银行、中国工商银行等建和优、缺点建和优点1、大厦地理位置优越位于天河体育繁华地段2、大厦周边商业环境好，有良好的环境建和缺点1、楼龄比较久选择合富合富置业目前在广州专业从事写字楼一手代理项目策划租售及二手租售范畴业务里具影响力的代理机构;拥有完善的架构，分部设于各区写字楼心脏地带;具有全面的一、二手市场资讯，盘源齐全，资讯准确，为广大客户提供专业的写字楼服务。",精装修(不可分割)
纯写字楼,甲级,101.2㎡,保利世界贸易中心为广州市保利国贸投资有限公司投资兴建的一个项目，总建筑面积超过50万m2，地上建筑面积为37万m2。其中9.48万m2博览馆，拥有4020个展位，可举办各类国际大型展会；特设的9.25万m2“lifestyle”品牌展示馆，为企业提供品牌展示特区。,"['广州', '海珠', '琶洲', '保利世界贸易中心']",(26700元/㎡),2019/9/9 9:13:06,6.00元/平米·月,低区(共45层),保利世贸座100方出售 仅需270万 即收租9000,270,https://gz.office.fang.com/shou/3_242138307.html,保利世界贸易中心D座 面?积：101平米，73%得房率， 户型：一房一厅带精装修， 产权清晰，无抵押， 报?价：270万急售，业主购入价242万，过户税费低。 管理费：6元/平米，，空调使用时间：独立空调控制、全天使用。 租金：可租9000元月,毛坯(不可分割)
2010年,甲级,231㎡,保利国际广场周边有琶洲香格里拉酒店及会展中心二期，北望珠江一线江景，被琶洲塔公园、亲水公园、体育公园三面环绕。,"['广州', '海珠', '琶洲', '保利国际广场']",(30000元/㎡),2019/8/31 9:45:25,28.00元/平米·月,中区(共34层),保利国际广场，西北单边位，属于财位，231平带精装，漂亮！,693,https://gz.office.fang.com/shou/3_241875717.html,,纯写字楼
毛坯(不可分割),甲级,55㎡,"VILI威尼国际建筑于广州天河北林和西路的西侧，东邻广州火车东站，南接中泰国际广场，西靠广州军事体育学院，北瞰火车东站站台及广园东路。
      威尼国际坐镇广州新城市中轴线，总占地面积近6000平方米，总建筑面积8.6万平方米，威尼国际地上部分共三十一层, 一、二层是商业功能, 三层架空层，四至三十一层为写字楼和酒店式公寓。项目总套数1218套。","['广州', '天河', '天河北', '威尼国际大厦']",(26000元/㎡),2019/8/27 10:17:57,13.00元/平米·月,中区(共45层),威尼国际大厦 55方小面积 业主诚心放卖低价出售欢迎咨询,143,https://gz.office.fang.com/shou/3_241765703.html,,
纯写字楼,甲级,240㎡,建筑面积：,"['广州', '黄埔', '萝岗', '萝岗万达广场']",(20000元/㎡),2019/7/20 11:59:44,12.50元/平米·月,中区(共24层),萝岗万达广场240方精装写字楼出售产权清晰随时过户,480,https://gz.office.fang.com/shou/3_240702140.html,您好，欢迎您光临我的网上店铺，我是鸿添商业地产赖兆威。我们公司的服务宗旨是；用行动证明专业，用诚信构筑品牌，竭诚服务每一位客户出售面积；240方装修状态；精装产权情况；红本在手，产权清晰，随时过户业主心态；诚心出售交易方式；可按揭，可一次性售价；20000元/方看房方式；提前预约鸿添商业地产赖兆威欢迎您的来电咨询，竭诚服务,精装修(可分割)
纯写字楼,甲级,201㎡,1997年初，新大新东山广场隆重开业。这里毗邻环市路高级写字楼群，具备良好的商业基础和文化氛围。,"['广州', '越秀', '东山', '东山广场']",(19800元/㎡),2019/9/4 16:18:58,28.00元/平米·月,低区(共39层),越秀区写字楼东山广场出售 200方仅售400万 可交吉 自由,398,https://gz.office.fang.com/shou/3_241997697.html,东山广场出售东山广场项目介绍        东山广场位于广州繁华的环市东路，是广州国际化大都市的又一标志性豪华商厦。总楼层为31层；1-3层为商场，4层和东塔楼5-7层为酒楼、康华中心，主楼5-31层和东塔楼8-13层为写字楼，地下一、二层为停车场，大厦地理位置突出，凡是进入环市路的车辆都可看到该建筑。内里格局十分方正，实用达70％以上，大厦由的中海物业负责管理，附近写字楼林立，装修豪华典雅。目前所有交付使用或者出售的单位都有装修。个人点评：1、推荐单位为高层单位，单位大门口正对电梯口，门面形象大气，间隔方正实用，推荐单元为7个独立产权单位打通，现在业主整体卖，单位内带有不错的装修，可自用也可出租。2、东山广场是广州时早期的写字楼，历经长达10多年的时间，商圈已趋于成熟，现实达6.85%，在现在可售写字楼里算是可观的了；交通上5号线地铁已开通，再加上日后开通的6号线，周边商业氛围逐渐提高，此地有之大的值空间。3、大厦地处区庄立交，淘金商圈，商业氛围浓厚；周边配套齐全，完全可以满足各大中小型的租赁需求。4、推荐单元为东南向单元，采光充足；单元方正实用，便利布局；东山广场物业简介：东山广场的地址： 广州市越秀区先烈中路69号东山广场的物业管理费28元/月/㎡东山广场的实用率71%东山广场的停车情况： 198个车位，月租￥2000元/月/个（24），￥1200元/月（白天）；时租￥6元/东山广场的空调情况：  大厦有美国进口“约克”522RT冷水机组5台及100RT风冷机组1台 东山广场的电梯情况 由13台日本进口三菱电梯组成，12台客梯及1台货梯  东山广场的交通情况： 公交车：东山广场站、区庄立交站；地铁：5号线区庄站E出口,精装修(可分割)
毛坯(不可分割),,1466㎡,广州国际贸易中心楼高48层，设2层地下停车场，首6层为商场、食府、展览中心及各类娱乐设施，其余40层为写字楼。,"['广州', '天河', '天河北', '广州国际贸易中心']",(19000元/㎡),2019/9/2 10:50:05,,高区(共47层),自用首/选 林和西地/铁上盖 独享全层 景 1.9万各付,2785,https://gz.office.fang.com/shou/3_241931639.html,,
纯写字楼,甲级,843㎡,楼高26层，首三层为商场，4-26层为写字楼，全栋大厦中央空调，商场设有四台自动扶梯，写字楼备有六台名厂进口电梯；各单位均提供IDD国际电话线路及公共电视天线。大厦地下设有停车场。,"['广州', '天河', '珠江新城西', '富星商贸大厦']",(19500元/㎡),2019/8/26 10:26:50,9.80元/平米·月,低区(共30层),广州天河黄埔大道西 与一路之隔 单价1字头 管理费10元,1644,https://gz.office.fang.com/shou/3_241741426.html,富星商贸大厦【出售楼层】：低层全层      【出售面积】：843平方【出售单价】：19500元/方【单位概况】：低层全层，面积843平方         交通地铁：1/3号线体育西路站、APM线花城大道站公交：人民日报华南分社,精装修(不可分割)
纯写字楼,甲级,244㎡,"富力盈凯广场项目占地7,900㎡，总建筑面积约104732.47㎡，单层建筑面积约2,400㎡，层数65层，总高达到286米，项目负2层至3层为大堂和配套商业。","['广州', '天河', '珠江新城西', '富力盈凯广场']",(35000元/㎡),2019/9/10 10:42:05,32.00元/平米·月,低区(共51层),盘源 好房出售富力盈凯广场244方 带半年租约,854,https://gz.office.fang.com/shou/3_242166386.html,富力盈凯广场简介富力盈凯广场是*写字楼，国际商务总部。位于城市新中轴线珠江新城段南端，北临花城大道，南临临江大道，东临珠江大道，西临华夏路，三号线将将来的五号线直接连通物业，地理位置优越，对外交通便利，广州城市CBD的核心部分。大厦内部单位个个都是方正实用的，可以大大提高每个空间的利用率。金融行业在整个珠江新城区域内均可享受政策优惠，入租富力客户可享受富力君悦订房优惠。富力盈凯广场物业详尽富力盈凯广场地址：广州市珠江新城华夏路富力盈凯广场*评定：*写字楼富力盈凯广场楼层分布：55层，地下4层。独立大堂，1-3层为商场，4-55层为室富力盈凯广场实用率：73％富力盈凯广场楼底高度：2.7米富力盈凯广场电梯：共35台，高质量日本*高速空调电梯富力盈凯广场停车位：1900元/月（24），1200元/月（12），时租： 8元/富力盈凯广场管理费：32元/㎡富力盈凯广场周边配套富力盈凯广场周边交通：站：珠江新城;公交站：华夏路站;华穗路站以及花城大道和五羊新城站等富力盈凯广场周边餐饮：潮庭金南香、头啖汤美食酒家、尚苑酒家等富力盈凯广场周边银行：中国银行，工商银行，农村信用社，光大银行等。本人专业做广州商业写字楼的租售，如以上的房源信息不适合，或需要了解详细房源信息，可以进入我的个人店铺参观房源，我这里还有很多广州写字楼房源信息，会竭尽帮你解决和专业的帮你分析问题，保证房源真实！并在此感谢您观看我的房源信息，祝您早日找到合适的写字楼，生意兴隆！生活愉快！欢迎致电肖惠玲,精装修(不可分割)
毛坯(不可分割),,498㎡,"富力盈通大厦项目位于珠江新城华夏路，地处中轴线区位,毗邻城市交通动脉黄埔大道，北邻体育西成熟商业和生活区。
项目占地7,623㎡，总建筑面积约120,000㎡，层数41层，总高达到196米。项目1层至5层为配套商业，6至41层为超甲级写字楼。东侧紧邻珠江新城中轴线，视野极为开阔，俯揽近20万㎡中央绿化广场，坐拥稀缺的景观资源。
富力地产在珠江新城成功开发了富力中心、富力盈信大厦、富力盈泰广场、富力盈凯广场、富力盈隆广场等多个写字楼项目，均受到广泛市场关注，在商业地产领域获得较大成功，对于珠江新城区域的开发起到至关重要的作用。富力盈通大厦是富力集团继富力盈信大厦荣耀谢幕后又一超甲级写字楼力作","['广州', '天河', '珠江新城中', '富力盈通大厦']",(35000元/㎡),2019/7/22 14:40:15,,高区(共43层),真 富力盈通大厦 3.5万 带5厘短租约 公司物业 税费低,1743,https://gz.office.fang.com/shou/3_235103487.html,,
毛坯(不可分割),,335㎡,"中信广场共包括1幢80层办公楼、2幢38层附楼、4层商场裙楼及2层地下停车场。主楼高达391米，中信广场配备卫星天线，光纤通讯，中央冷气，后备电源，10,000条IDD和传真线路；34部进口日立高速升降电梯；地库设有2层停车场，车位超逾900个，办公室设施配套齐。","['广州', '天河', '天河北', '中信广场']",(30000元/㎡),2019/7/22 14:40:15,,高区(共75层),中信广场 南向 335方 急售,1005,https://gz.office.fang.com/shou/3_235103431.html,,
纯写字楼,甲级,720㎡,番禺天安科技园位于番禺区迎宾路730号，园区空气清新，交通方便，配齐齐全，小区拥有大型地下停车场，实行智能封闭式管理。天安总部中心致力于吸上包括跨国公司地区总部、研发中心、国内大型企业集团总部。重点发展物业联网、新能源、节能环保、软件技术等战略性新兴产业。以互联网技术等低能耗、高附加值的先锋科技产业促进产业的升级与换代、提升城市核心价值，成就“总部经济之都”新典范。 天安科技园建筑面积4万多平方米，拥有研发单元79个，天安科技产业大厦建筑面积8万多平方米，拥有研发单位211个。目前，整个科技园三期项目已引进科技型和总部型企业共计310余家，包括三星中国研究所、中国动漫游戏研发基地等机构。,"['广州', '番禺', '华南', '天安科技园']",(9400元/㎡),2019/7/19 17:21:20,3.50元/平米·月,中区(共10层),天安科技园 720方低价甩 可以看房,677,https://gz.office.fang.com/shou/3_240682262.html,番禺节能科技园介绍：地址：番禺节能科技园 面积：720平   价格：9400元/平管理：3.5元/平*月    景观：望园景     装修：精装修楼层：6楼  车位：室内/露天 经纪人：林佳波 手机号码：18818866181微信号：18818866181 （欢迎添加了解房源信息）,精装修(不可分割)
纯写字楼,甲级,1100㎡,广州国际贸易中心楼高48层，设2层地下停车场，首6层为商场、食府、展览中心及各类娱乐设施，其余40层为写字楼。,"['广州', '天河', '天河北', '广州国际贸易中心']",(19500元/㎡),2019/8/28 10:47:02,18.00元/平米·月,中区(共39层),广州天河中轴线 林和西地铁口 单价1字头 大厦保养好 税费各付,2145,https://gz.office.fang.com/shou/3_241794436.html,出售单位面积：1100方；出售单位价格：19500元/方，税费各付，买家3%契税；单位现状：单位带有租约，产权清晰；,精装修(不可分割)
纯写字楼,甲级,305㎡,天盈广场东塔是珠江新城可售的全江景超甲级写字楼，更是珠江新城拥有五大业态的商业标杆，项目建筑进行了约45度的旋转，实现了景观的优化，南向拥有一线江景、西南向与广州塔遥相呼应，西面尽览中轴地标景观，北面则可享珠江公园绿色生态园林景致。天盈广场东塔总建筑面积约12.6万㎡、楼高57层；其中负一层至负四层是地下停车场，车位约500个（尽量实现1:1配比）的，首层是写字楼大堂、1层至5层是商场裙楼、6层为架空层，7层至57层为写字楼，共分为5个区，目前可售1、2、3区，7至36层，1区是7至16层（其中14层为避难层），2区17至26层，3区27至36层（其中29层为避难层），单层面积约2500-28,"['广州', '天河', '珠江新城中', '天盈广场']",(41000元/㎡),2019/9/10 10:33:23,35.00元/平米·月,低区(共36层),天盈广场出售 一线江景 豪华装修 豪华装修 业主亏本急售,1250,https://gz.office.fang.com/shou/3_242165693.html,天盈广场出售 一线江景 豪华装修 豪华装修 业主亏本急售天盈广场出售 一线江景 豪华装修 豪华装修 业主亏本急售天盈广场出售 一线江景 豪华装修 豪华装修 业主亏本急售天盈广场出售 一线江景 豪华装修 豪华装修 业主亏本急售天盈广场出售 一线江景 豪华装修 豪华装修 业主亏本急售天盈广场出售 一线江景 豪华装修 豪华装修 业主亏本急售天盈广场出售 一线江景 豪华装修 豪华装修 业主亏本急售天盈广场出售 一线江景 豪华装修 豪华装修 业主亏本急售,精装修(不可分割)
