,locations
20196,牡丹园
20197,大生庄
20198,北半壁胡同
20199,密云铁矿
20200,牌楼村
20201,车里坟
20202,芳星园一区社区
20203,葡萄嘴
20204,香山村
20205,七井胡同
20206,鸽子堂
20207,周口店地区
20208,台湖东街
20209,通州国税局
20210,牛山路口
20211,富润社区
20212,滨河小区
20213,田家园
20214,荔景园南
20215,龙洋
20216,永昌中路
20217,三虎桥社区
20218,山羊洼
20219,辛家堡
20220,蒋宅口
20221,古北口村
20222,龙岗路东口
20223,渐慈馆后身
20224,沙梁子村
20225,黑塔寺
20226,上坡村
20227,孟祖村
20228,黄村公园路西
20229,珠窝居委会
20230,芳城园
20231,昌盛园社区
20232,燕化富燕新村
20233,太阳宫路西口
20234,森林公园南门
20235,兰花苑东路北
20236,供销公司家属院
20237,通州第二医院
20238,汪太乙胡同
20239,北蒲州营村
20240,菜市口胡同
20241,太平社区
20242,三村
20243,丁甲庄小桥
20244,延庆老君堂
20245,东大栅栏
20246,湿地
20247,高碑店桥南
20248,燕落一站
20249,姚店
20250,焦庄户
20251,和平东桥南
20252,满井
20253,楼梓庄
20254,冯家峪政府
20255,香堂
20256,户耳山村
20257,龙山街
20258,东瓜地村
20259,富丰桥南
20260,悦秀路南口
20261,怡清园社区
20262,大洼口
20263,景阳东街
20264,张坊总站
20265,朝来家园西门
20266,特钢社区
20267,大庄科村
20268,庄户沟门村
20269,桂家坟村
20270,芦村东站
20271,仓夹道
20272,焕新胡同
20273,西道口东
20274,造纸七厂
20275,三岔口村
20276,焦家坞村
20277,冷泉村
20278,七星街
20279,桃花谷
20280,电子科技情报研究所社区
20281,杨坨村
20282,万子营
20283,大宫门
20284,前屯路
20285,黄甸子
20286,东风小学
20287,燕山大酒店
20288,东甘池村
20289,前石门村
20290,首科花园小学
20291,天通北苑第二社区
20292,新农村小学
20293,百子湾火车站
20294,交通服务中心
20295,城子职高
20296,怀柔翠微商场
20297,红冶钢厂东
20298,黑石头路南口
20299,大雁台
20300,小汤山马坊
20301,干面社区
20302,张家湾中心小学
20303,李家洼子村
20304,晏家堡村
20305,海子角社区
20306,枣林庄村
20307,沙岭子
20308,上万
20309,北京密码
20310,昌运宫社区
20311,尖沿
20312,南口铁路局
20313,葛布店北里居委会
20314,铁家坟北
20315,新桥南街
20316,水泉村
20317,红居社区
20318,莲宝路口北
20319,坨里西站
20320,芳群园三区社区
20321,财政学院
20322,西绒线胡同
20323,北关社区
20324,三义庙社区
20325,小英子胡同
20326,南长街
20327,西海北社区
20328,礼贤二村
20329,两河村
20330,俸伯车站
20331,石园东区北门
20332,马连店
20333,张家坟北珠江御景嘉园
20334,五芳园东
20335,魏家胡同
20336,北京供电局
20337,大宫门村
20338,纸寨大桥
20339,堡林庄路口
20340,南竹杆胡同
20341,杏树台
20342,北航沙河校区东门
20343,魏公村路东口
20344,长沟沿村
20345,珠宝屯
20346,奇石城
20347,北京科技大学延庆分校
20348,玉桥北口
20349,苇子坑西
20350,白坊南
20351,北辰西桥南
20352,曹各庄村
20353,交大东路
20354,东坝家园
20355,梨园东里南区
20356,黄草洼
20357,甘雨胡同
20358,科印
20359,常兴庄
20360,南口路口南
20361,露园社区
20362,康庄路52号院
20363,六街坊西社区
20364,天水街北口
20365,紫竹桥南
20366,密云开发区西口
20367,大安澜营社区
20368,北府村口
20369,石楼镇
20370,百度科技园站
20371,国祥社区
20372,鲁谷
20373,天宝南路
20374,世涛天朗南门
20375,马坊
20376,康西道口
20377,丰茂路口西
20378,路村小学
20379,密云鼓楼东大街
20380,北庄
20381,小市口
20382,三间房东村
20383,香悦四季
20384,什坊院西站
20385,东义堂
20386,莲花苑小区
20387,营慧寺
20388,梢崖
20389,富泉花园
20390,韩各庄村
20391,老庄子
20392,温泉镇
20393,西北关社区
20394,顺义西马各庄
20395,曹村
20396,大兴检测场
20397,兴业大街南口
20398,朱茅胡同
20399,阳坡元村
20400,沙河北大桥
20401,和义东里第二社区
20402,东南街居委会
20403,棉花胡同
20404,中门寺生态园
20405,永宁车站
20406,左南里社区
20407,芙蓉里小区
20408,后甫营路口北
20409,科慧街
20410,火神庙
20411,东四七条
20412,安定镇东站
20413,龙锦苑四区东门
20414,地铁良乡大学城站西
20415,同泽园东里北门
20416,草桥
20417,佟家场村
20418,西庄子
20419,河防口村
20420,杜兰庄
20421,铸钟厂
20422,康营村
20423,七棵树西街居委会
20424,口子村
20425,大乘寺
20426,北京动车所
20427,圣和巷
20428,新建村
20429,西峪水库
20430,宝华里社区
20431,养老院
20432,嘉园二里西门
20433,栗园社区
20434,大东各庄
20435,小南扒胡同
20436,旧宫新苑
20437,公和庄村
20438,火车站居委会
20439,核桃洼村
20440,善各庄
20441,兴华东里社区
20442,西胡林
20443,南海家园七里南门
20444,蓟门里社区
20445,常里营村村口
20446,道班
20447,东栓马桩胡同
20448,葡萄博览园北门
20449,新苑街
20450,建新村
20451,刘海胡同
20452,小寨村
20453,小牛坊
20454,大红门东桥双龙怡合汽车园
20455,西二旗
20456,刘平庄
20457,鲁疃
20458,公主坟南站
20459,北孝顺胡同
20460,东直门外
20461,北李渠村
20462,小北栅栏胡同
20463,牛一分校
20464,顺义胡各庄
20465,新华西街居委会
20466,地铁西小口站
20467,钟鼓社区
20468,北医三院
20469,川店胡同
20470,巨各庄政府
20471,北良各庄路口
20472,立石台
20473,花乡桥北
20474,穆家坟村
20475,北京月坛公园
20476,捧河岩村
20477,驼房营
20478,龙锦园四区东门
20479,天通东苑西门北
20480,南义盛街
20481,易豪酒店
20482,后礼务
20483,老山东里北社区
20484,九洲溪雅苑南
20485,洪茂沟社区
20486,三合南里北区
20487,大觉寺东站
20488,联宾公司
20489,饽饽房
20490,奶子房
20491,程庄路北口
20492,金星路口东
20493,王泮庄
20494,嬉水湾
20495,北研垡
20496,一中附小
20497,黑桥
20498,望京东路东口
20499,荆家务村委会
20500,蓝旗营社区
20501,惜薪胡同
20502,常庄村
20503,里二泗
20504,丰台西站
20505,史东仪
20506,一区社区
20507,长阳环岛东
20508,园林路
20509,角门路口
20510,大石桥北
20511,八达岭长城
20512,粉房琉璃街社区
20513,汤河口镇北台
20514,张喜庄
20515,圆明园别墅社区
20516,房山中医医院
20517,荊子峪一站
20518,王庄村东口
20519,北京师范大学大兴实验学校
20520,双兴苑公交场站
20521,梁家务
20522,西邵渠
20523,白塔庵
20524,密云新二中
20525,德胜门内
20526,朝阳公园社区
20527,石各庄北站
20528,宏塔社区
20529,检测场站
20530,平谷农机驾校
20531,车辇胡同
20532,抗战雕塑园西行
20533,龙泉山庄
20534,安场
20535,图书城南
20536,帅府居委会
20537,海德堡
20538,黄松峪南
20539,钥匙头村
20540,花枝胡同
20541,宋庄镇小营北口
20542,团忠路
20543,坟上村
20544,东河沿村
20545,琉璃河检测站
20546,东翁
20547,马庄村
20548,兴政街西口
20549,成寿寺社区
20550,羊坊村南口
20551,光明南社区
20552,清水镇政府大院
20553,青林台
20554,河西
20555,小瓦窑村
20556,东台
20557,房山马家沟
20558,高辛庄村
20559,龙锦东五区南门
20560,六建北门
20561,劈柴胡同
20562,觅子店道口
20563,天宫院地铁站
20564,集祉街
20565,新城南街居委会
20566,宗学夹道
20567,圆恩寺胡同
20568,泰陵村
20569,龙禧社区
20570,阜通东大街东口
20571,阎家渠
20572,东府村
20573,双阳小区
20574,马昌营
20575,小十三里
20576,炮厂胡同
20577,泥洼村
20578,草厂横胡同
20579,河南村西
20580,北照台村
20581,魏公村
20582,马卷村
20583,大羊坊东站
20584,十八里店南桥
20585,八街坊西社区
20586,东晓新悦
20587,何家坟
20588,大北农
20589,地铁北苑路北站
20590,三黄庄路口
20591,南辛庄
20592,毡子房
20593,骆驼湾
20594,清欣园社区
20595,虎峪
20596,辛立庄
20597,南平庄路口南
20598,国兴电子
20599,团结湖街道
20600,樊羊路北口
20601,玉泉营桥西
20602,后焦家坞
20603,星城北门大董村
20604,黄港西站
20605,清缘东里
20606,戒台寺
20607,水屯建材市场
20608,黄瓜园村东站
20609,大苏州胡同
20610,周坡庄村
20611,延寿庵
20612,东八宝胡同
20613,巴克寓所
20614,东单路口西
20615,望京西
20616,红房子路口北
20617,太古石村
20618,二区一社区
20619,经海路城铁站
20620,孔化营村
20621,西流石
20622,礼贤
20623,良乡四街村
20624,二眼井
20625,石桥小区
20626,古城村
20627,大榆树镇政府
20628,山里辛庄站
20629,京包路
20630,富康路
20631,庄户台
20632,河北站药店
20633,长椿街西社区
20634,丰贤路口南
20635,福田公司
20636,晴冬园社区
20637,东辛庄
20638,大苏州
20639,琉璃河镇政府
20640,葡萄园村
20641,桑峪村
20642,华云路口
20643,东前营
20644,密云驾校
20645,前山
20646,东店居委会
20647,天坛体育场
20648,赵营村
20649,王府仓
20650,韩家川村
20651,闫庄子南口
20652,崎峰茶村
20653,陈家台
20654,河北辛庄东口
20655,恒顺场
20656,东文昌胡同
20657,顺义彩虹桥
20658,城关新城路口
20659,温泉辛庄北站
20660,安贞门
20661,北府南
20662,青云店东站
20663,椴木沟村
20664,康安小区
20665,王府井
20666,潘家园东里社区
20667,远洋山水小区东
20668,房山矿家属楼南
20669,地铁角门东站
20670,地铁沙河站
20671,北刘村
20672,南红门
20673,利泽中一路
20674,小石头胡同
20675,后百户胡同
20676,下禅坊村
20677,南章客村
20678,房山轧花厂
20679,香椿胡同
20680,旧小路口
20681,保健路北口
20682,温泉
20683,顺义车管所
20684,顾家庄桥北
20685,三区二社区
20686,七棵树东街居委会
20687,西环中路
20688,孙家营村
20689,北海北
20690,四惠东站
20691,西沟门
20692,安固
20693,新景家园第一社区
20694,开发区西口站
20695,六合园北
20696,怀柔地税局
20697,六股道村
20698,沿河市场
20699,刘兰塑胡同
20700,石景山科技馆
20701,回龙观
20702,西府村
20703,二道沟门
20704,大安山
20705,南平街
20706,银桥
20707,弘善寺胡同
20708,煤场
20709,大金丝套
20710,西罗园南里果园社区
20711,南樱桃园路口南
20712,姚辛庄
20713,有色设计院社区
20714,坟庄
20715,上石堡村
20716,东庄子村
20717,解字石村
20718,地铁土桥城铁
20719,木樨园
20720,二张营
20721,大北关
20722,双兴小区
20723,马甸桥西
20724,良善庄
20725,和义东里第三社区
20726,信息中心西
20727,南皋
20728,大羊角灯胡同
20729,八里店小学
20730,四合南站
20731,西玉河村
20732,南农社区
20733,紫草坞
20734,后沿村
20735,北房开发区
20736,雁栖道口
20737,泰河园社区
20738,园田队南站
20739,南华园一区社区
20740,永庆西关
20741,巨各庄镇王各庄
20742,栖凤楼胡同
20743,怀柔总站
20744,北营房东里社区
20745,东高村
20746,科创一街北口
20747,供销部
20748,西红门医院
20749,东套里村
20750,双寺社区
20751,电井房
20752,安立路
20753,唐自口村
20754,京昆路
20755,百顺胡同后河
20756,江米洞村
20757,旧宫地区
20758,定府辛庄村
20759,史中坞村
20760,北下关街道
20761,东南沟村
20762,胜利桥
20763,科春社区
20764,北官园胡同
20765,冠城园社区
20766,坨里北站
20767,炒米店
20768,秦城
20769,小西天
20770,水树峪路口
20771,小浮坨村
20772,桥头营村
20773,大华山
20774,杜各庄
20775,王佐镇政府
20776,阿苏卫西口
20777,西道口
20778,李遂村北
20779,天华西路北口
20780,公主坟
20781,地铁良乡南关站
20782,下北庄
20783,小桥村
20784,国润佳园
20785,苹果园街道
20786,北京小学大兴分校
20787,沙河镇
20788,北二街
20789,黑石岩
20790,丰台区李家坟
20791,八角北路西口
20792,东宋各庄村
20793,古石沟门
20794,吉羊客运站
20795,下苑村
20796,瀛海镇
20797,航天生物
20798,辛庄营
20799,马营村
20800,天坛
20801,太师庄
20802,小庄科村
20803,碧峰胡同
20804,团结村
20805,韩家铺村
20806,西松树胡同
20807,西煤厂
20808,协和医院
20809,汪芝麻社区
20810,三间房西村
20811,盛世营
20812,清河营东路南口
20813,圆恩寺社区
20814,苹果园东
20815,西定福庄客运站
20816,北官厅社区
20817,兴礼村西
20818,孝德
20819,方耳峪村
20820,燕莎桥北
20821,临河开发区
20822,怡兴园小区
20823,首安公司
20824,霍营北口
20825,敬园小区
20826,顺义豆各庄
20827,昌平交警局
20828,实兴大街
20829,顺义劳动局
20830,苇坑
20831,万寿路
20832,局儿胡同
20833,坚村
20834,茅山后村
20835,小营村北口
20836,望京西园三区南
20837,莲芳东桥西
20838,台湖五队
20839,仰山路东口
20840,双龙水泥厂
20841,北京西站南广场
20842,黄石碴
20843,宝家洼
20844,团河村南口东站
20845,南窖乡政府
20846,连石沟村
20847,太子务村
20848,辛安庄村委会
20849,北京奔驰西门
20850,开阳里第三社区
20851,崇文门西
20852,饶乐府
20853,官房子
20854,南关庄
20855,望马台东路口
20856,大栗树
20857,天安门广场
20858,四马台南站
20859,李辛庄南口
20860,吕营花园
20861,门头沟李各庄
20862,骆驼脖
20863,春风胡同
20864,梨园居委会
20865,西白贷
20866,色树坟桥头
20867,镇江营
20868,六合庄南口
20869,达智桥胡同
20870,赵亩地村
20871,北汽东门
20872,西井胡同
20873,将辛庄
20874,龙湾别墅路口
20875,军响2
20876,前马厂胡同
20877,白云寺村
20878,晓月苑二里
20879,东丰乐
20880,东会村
20881,手帕口南街社区
20882,暖泉会村一站
20883,小圣庙
20884,官帽山村
20885,六部口南
20886,宋家庄
20887,吴雄寺
20888,门框胡同
20889,白塔东
20890,前芳嘉园胡同
20891,张喜庄市场
20892,马池口村
20893,车站南里社区
20894,花雨汀南门
20895,明光小区社区
20896,新贤街村
20897,财政局
20898,利泽西园
20899,狼垡一村
20900,刘家河北
20901,偏坡峪村
20902,张辛庄
20903,衙门口桥北
20904,东方时尚驾校北门
20905,育新花园中里
20906,吉祥庄
20907,北下寺村
20908,南路三社区
20909,南山村
20910,小汤山镇
20911,旗舰凯旋
20912,顶秀美泉小镇
20913,羊尾巴胡同
20914,大港
20915,东山下
20916,朱家峪村
20917,石桥东区
20918,斋堂大街
20919,大栗子树
20920,乔坡滑雪场
20921,观音堂村
20922,甜水园街北口
20923,把台大人胡同
20924,小营北路
20925,刘各庄北
20926,白庄
20927,南良各庄
20928,蓝靛厂
20929,小安澜营
20930,王庄
20931,高碑店桥东
20932,彰化路
20933,东庄二站
20934,晋元桥东
20935,外炮
20936,延庆县政府
20937,北京工业大学南门
20938,呼家楼北
20939,清水镇
20940,东智义胡同
20941,西苦水井
20942,南沟沿胡同
20943,大桥村
20944,天通东苑街心花园
20945,南航
20946,五道口公交场站
20947,吴坊营东
20948,郑各庄村
20949,杨坨煤厂
20950,老西沟村
20951,铁道部建厂局设计院
20952,九州溪雅苑南
20953,党校西门
20954,工人体育场
20955,黄元寺
20956,徐辛店卫生院
20957,四各庄车站
20958,秋坡村
20959,分水岭
20960,铁三区社区
20961,格兰山水二期东门
20962,育慧东路
20963,任庄东口
20964,黄港村
20965,武盈库胡同
20966,长政北街
20967,地铁良乡大学城站东
20968,通州石槽村
20969,怀柔南小街
20970,东南次村
20971,楼台一站
20972,马泉营村
20973,新开路
20974,中宽街
20975,晓月苑三里
20976,红光村
20977,西坝河东里西社区
20978,明珠花园
20979,长椿街路口西
20980,景山东胡同
20981,北湖渠
20982,孙胡沟
20983,鑫鑫商店
20984,德仁务中街
20985,长途保修
20986,胡营村
20987,文华里
20988,肖村村
20989,南沙窝桥北行
20990,京张路口北
20991,光阳公司
20992,永安里南口
20993,康顺园小区
20994,中铁匠胡同
20995,延年胡同
20996,刘斌堡中学
20997,二炮清河大院社区
20998,故宫东门
20999,贾峪口东
21000,昌平新世纪
21001,水关新村南门
21002,国际会议中心
21003,大兴白庙村
21004,京顺车管所
21005,东南召村
21006,延庆医药商贸大楼
21007,北田各庄村
21008,松树峪
21009,奶西市场
21010,北城根
21011,世纪远龙家具公司
21012,黄安村
21013,角门东里西社区
21014,叠道子胡同
21015,北京青年湖公园
21016,昌盛园二区南门
21017,十里铺镇政府
21018,任辛庄
21019,亮甲店
21020,新建路社区
21021,龙泽
21022,东贯市东口
21023,东方物理公司
21024,高立庄村东
21025,南小区社区
21026,育芳胡同
21027,北京儿童医院
21028,东瞳
21029,山东沟
21030,阜石路第二社区
21031,日上东门
21032,北京市地震局
21033,永泰庄东里
21034,花虎沟
21035,南礼士路北口
21036,候庄村
21037,李疃村
21038,北亚花园社区
21039,飞行总队
21040,黑庄户
21041,北河道口
21042,南大安胡同
21043,葱店胡同
21044,沙窝西口
21045,大兴七街
21046,杨树湾
21047,康和园小区南
21048,东梁各庄村
21049,英子胡同
21050,嗦啰庄村
21051,羊头岗西
21052,森腾园
21053,大纱帽
21054,南韩继村
21055,丝竹园社区
21056,内务部街
21057,车公庄
21058,八角
21059,半截塔村
21060,赵全营东口
21061,密云建材城
21062,槐树岭
21063,榆林庄
21064,索家坟村
21065,玉桥东里小区
21066,上金山村
21067,茅山后
21068,大黄塘
21069,山青太监胡同
21070,十二条社区
21071,刘平庄村
21072,鑫新通达公司
21073,西下庄西
21074,龙腾苑四区东门
21075,东四八条
21076,下庄
21077,东崔村中心小学
21078,灰地
21079,南高庄南口
21080,秋坡
21081,张家务北
21082,地铁良乡南关站西
21083,安化楼
21084,紫南家园北站
21085,延庆八中
21086,米各庄
21087,鸡罩胡同
21088,东绒线胡同
21089,卢沟桥南里
21090,北门口老桥
21091,邢家坞村
21092,安定车站村
21093,杨宋镇太平庄
21094,大洼村路口
21095,北新桥路口南
21096,西四北头条社区
21097,西集村
21098,北京黄渠公园
21099,房山徐庄
21100,新都府驾校
21101,通州马房村
21102,鲁各庄村
21103,栗树园三站
21104,平洞居委会
21105,吴家村路西口
21106,裕京花园路口
21107,聚富苑
21108,卧佛寺
21109,前寨府村
21110,新马家园
21111,模板厂
21112,梨园店西站
21113,东辛屯
21114,农林路社区
21115,车道沟桥西
21116,东江头村
21117,颐和园新建宫门
21118,丰滢路口北
21119,韩各庄西站
21120,前八家
21121,向前村
21122,梯子峪村
21123,香河一中路口西
21124,黑寨村二
21125,孙栅子
21126,奤夿屯东区
21127,豆腐汤胡同
21128,延庆水利局
21129,南翔凤
21130,辛安庄
21131,李庄家园
21132,椴树梁
21133,崔各庄
21134,宝钞南社区
21135,南法信政府
21136,石园东区社区
21137,西鲁村
21138,稻南社区
21139,首都机场
21140,葛各庄村
21141,齐白石故居
21142,八村
21143,定安路
21144,复兴路
21145,兴源路西口
21146,密云西大桥加油站
21147,白纸坊桥北
21148,南口铁中
21149,海子角小区
21150,黑桥南站
21151,坞里
21152,李遂环岛
21153,平西府村
21154,东水峪
21155,燕丹汽配城
21156,杨闸路口东
21157,西直河南里
21158,槐房农贸市场
21159,湘王庄村口
21160,护国寺社区
21161,良乡大学城北
21162,达峪
21163,玉桥北里
21164,捧河岩
21165,西义堂村
21166,云岗
21167,夏店
21168,柯家坟居委会
21169,瓦井村
21170,三里屯街道
21171,和平街东口
21172,王四营桥南
21173,内府供应库
21174,区政府
21175,柳各庄
21176,绿城百合路口
21177,五里仓第一社区
21178,香村营
21179,朝内小街
21180,望怀宾馆
21181,未来科技城北
21182,三里河社区
21183,密云七孔桥
21184,右内西街社区
21185,裕祥花园
21186,望花路东里社区
21187,彩凤小区
21188,西黄城根
21189,耿庄桥北
21190,苏活小区
21191,大牛坊南口
21192,京旺家园西街
21193,焦庄桥西
21194,安下居委会
21195,丽水园北
21196,安乐庄
21197,海子角
21198,重兴园社区
21199,北京物资学院南站
21200,新文化街社区
21201,东古
21202,大高力
21203,大西洋社区
21204,杨宋镇张各庄
21205,南华园四区
21206,东明胡同
21207,景山社区
21208,东龙湾村
21209,北大分校
21210,怀柔庄户
21211,西南吕村
21212,南十里居
21213,张家庄站
21214,西大营南站
21215,九龙加油站
21216,安贞西里
21217,古石沟门村
21218,开古庄南站
21219,六街坊东社区
21220,甘露园南里二区居委会
21221,燕水佳园社区
21222,韩村河大自然新城社区
21223,尧治国胡同
21224,八里庄桥
21225,北库司胡同
21226,水屯市场西里
21227,麓景嘉园北里
21228,马连洼街道
21229,通州东关西
21230,昌平麻峪
21231,北京理工大学
21232,三间房入口
21233,关东店
21234,点兵台
21235,西智饭店站
21236,北口子
21237,文昌胡同
21238,黄苑路口
21239,张各庄西站
21240,官园社区
21241,南何家村
21242,大桃市场
21243,千家店水泉沟
21244,县医院
21245,南湾子胡同
21246,纸箱厂
21247,新一街村
21248,板章路
21249,铁树斜街社区
21250,穆家口村
21251,三渡河路口
21252,丽园路
21253,中纺街
21254,牌坊村
21255,天伦锦城
21256,西户部庄村
21257,航勘社区
21258,和平街居委会
21259,西高村北口
21260,皂君东里
21261,安洲坝村
21262,北坊村
21263,总政大院社区
21264,上林苑小区
21265,担礼
21266,皮库胡同
21267,文苑路南口
21268,四季园社区
21269,绿城百合公寓
21270,玉钵庙
21271,西红门路东口
21272,上营村
21273,草莓园
21274,化工桥东
21275,方仕制衣
21276,英各庄村
21277,夹道居
21278,枣园北里
21279,榆林大队
21280,太师屯社区
21281,薛大人庄新村
21282,八里河
21283,焦家坟路口南
21284,清河营东路北口
21285,黄村镇
21286,丰台梨园村
21287,石楼镇政府
21288,栓马庄
21289,安化楼社区
21290,新诚孑医院
21291,沙石路口东
21292,褡裢坡
21293,冯村嘉园社区
21294,展览路口北
21295,平安街村
21296,华严北里
21297,慧忠北里社区
21298,吴庄北
21299,大北窑南
21300,南三间房村
21301,顺义联通
21302,刘斌堡东口
21303,西台子村
21304,文昌胡同社区
21305,种子公司
21306,新自建社区
21307,高教园北二街
21308,北正东
21309,新华联家园西门
21310,厢黄旗东路
21311,支楼村
21312,东一村
21313,右内后身社区
21314,居庸关长城
21315,木樨园南里社区
21316,鑫顺明达公司
21317,北方
21318,龙锦苑东二区北门
21319,刘各庄村
21320,中国园林博物馆
21321,沿河路口
21322,南辛堡
21323,翡翠城小区
21324,礼贤市场
21325,小塘村
21326,宝佳
21327,山里辛庄
21328,槐树胡同
21329,环保局
21330,漫水桥
21331,王家堡村
21332,小磨盘院
21333,罗城子桥
21334,昌平中心公园
21335,北房镇
21336,西沙屯村
21337,郎庄村
21338,鲍庄
21339,印子峪
21340,大马村
21341,密云新农村
21342,黄吉营村
21343,建学胡同
21344,碧桐园小区
21345,南钱串胡同
21346,成仪路社区
21347,柴务村
21348,按院胡同
21349,革新里社区
21350,小罗山村
21351,观音寺社区
21352,成庄巷路口
21353,万柳西园社区
21354,大安山小学
21355,受水河
21356,房山医院
21357,东滨河路社区
21358,温馨家园北
21359,汶上市场
21360,薛家庄
21361,鲁家滩
21362,安宁庄社区
21363,方家胡同
21364,塔营
21365,双秀公园
21366,河南营
21367,西赵村西
21368,铁矿峪车站
21369,红光机械厂社区
21370,房山南关
21371,建清园社区
21372,红果寺
21373,大郊亭桥南
21374,祁各庄村
21375,上东廓桥东
21376,软件园广场
21377,百子湾东里
21378,庑殿一村
21379,峪园社区
21380,小葛渠
21381,鼓楼
21382,南大荒社区
21383,荣京中街
21384,北老君堂路口
21385,水峪路口
21386,奶西村南
21387,下辛堡
21388,五侯村
21389,庄禾屯
21390,罐儿胡同
21391,响潭村
21392,新立村东
21393,左安西里社区
21394,活山涧
21395,葡萄博览园
21396,义宾楼第一社区
21397,司马台村
21398,西场
21399,瑞合庄
21400,昌平线
21401,王各庄社区
21402,楼梓庄马家沟
21403,佟庄村
21404,西马红绿灯
21405,左家庄北里
21406,水仙西路
21407,机织卫胡同
21408,五棵松桥北
21409,华新建居委会
21410,香蜜湾物美
21411,石湖根村
21412,地铁国展站
21413,周家巷村
21414,亭自庄村
21415,安各庄村
21416,李庄西口
21417,留民庄西口
21418,北房镇小辛庄
21419,二堡
21420,惠新东桥东
21421,北山部队
21422,莲花桥东
21423,小庄路口东
21424,昌平王庄
21425,西沟外村
21426,麦庄东口
21427,紫芳路
21428,西泗上村
21429,永顺地区
21430,李家坟
21431,菜户营桥北北行
21432,四季星河南街
21433,沙河路口
21434,西新城村
21435,小辛庄东
21436,保合庄
21437,中辛庄村
21438,卸甲山路口
21439,机场隆华
21440,仓上小区
21441,侯家峪
21442,二街坊西社区
21443,延庆环卫所
21444,显灵宫
21445,南口铁路医院
21446,和义南站
21447,航天部五院社区
21448,东八间房
21449,前街
21450,洪士庄
21451,提辖庄供销社
21452,青龙庵
21453,留民营村
21454,戴家庄
21455,通州古城
21456,蔡家洼村
21457,马务村
21458,崔村西口
21459,黄南苑小区
21460,西马坊
21461,西关环岛
21462,贤孝牌胡同
21463,北京交通学校西门
21464,箭杆胡同
21465,万庄子路口
21466,南岔子街南口
21467,香河新城街西口
21468,房山南街
21469,上黎城村
21470,久筑社区
21471,云趣园二区东门
21472,顶秀美泉
21473,西丰乐村
21474,神仙胡同
21475,龙回园
21476,昌平西关
21477,水道子
21478,炭儿胡同
21479,天河北路
21480,鹿圈四村
21481,会计司胡同
21482,康陵园村东
21483,铁四社区
21484,玉桥中路南口
21485,富豪路口
21486,回回营
21487,魏善庄镇政府
21488,桑峪口
21489,健德门桥西
21490,安辛庄
21491,龙泉务北口
21492,塔照南站
21493,榆垡新城嘉园
21494,厂洼号院社区
21495,北京印象社区
21496,牛山桥
21497,石湖根
21498,水关新村南
21499,六部口社区
21500,大路
21501,天露园小区
21502,福祥胡同
21503,南金沟屯
21504,龙腾苑三区西门
21505,道仙庄
21506,银桥电厂
21507,庄子村
21508,爱民街社区
21509,靳各寨村
21510,昌平东关
21511,高碑店村
21512,王都庄村
21513,夏村南口
21514,侉子营村
21515,北彩村
21516,下中院村
21517,金华里社区
21518,林河北口
21519,地铁良乡南关站南
21520,展春桥北
21521,皮各庄东口
21522,西四北八条
21523,穆家峪中学
21524,草厂西口
21525,汇佳学校南门
21526,怡乐园
21527,珠江钢琴厂
21528,化工印刷厂
21529,天力街西口
21530,顺平达客运中心
21531,平义分
21532,东三旗兰苑海鶄落村西口
21533,京密北四街中路
21534,方砖厂胡同
21535,前门
21536,北草厂
21537,东旭花园
21538,尖垡
21539,后安定石板路
21540,横岭根
21541,东苦水井
21542,公主坟南
21543,北小河西
21544,真顺北
21545,龙潭沟一站
21546,西王平村二居委会
21547,天通东苑二区西站
21548,坡上村
21549,太平仓
21550,康乐小区社区
21551,四窝铺村
21552,得水湾
21553,陆辛庄
21554,后山铺村
21555,开发区银行
21556,高崖口乡
21557,后英子胡同
21558,医院社区
21559,小武基桥北北行
21560,开阳桥西
21561,劲松街道
21562,石佛寺村
21563,创美家具城
21564,南火垡村
21565,八十亩地村
21566,丰城胡同
21567,金海温泉度假村
21568,琉璃庙镇河北
21569,和信公司
21570,焦家坞超市
21571,水屯村
21572,东庄禾牌楼
21573,下园
21574,双埠头南口
21575,西白塔南口
21576,杨宋镇
21577,石景山游乐园西门
21578,东大栅栏胡同
21579,田宋营
21580,钟声胡同
21581,北帐垂胡同
21582,清城社区
21583,祁家豁子南行
21584,西铺
21585,偏坡峪
21586,北京青龙湖公园
21587,苹果园三区社区
21588,锣鼓巷
21589,北府中街
21590,南水道子
21591,莲宝中路
21592,南门
21593,仰山桥北
21594,马泉营西路南口
21595,上万西站
21596,巴儿胡同
21597,南观路口
21598,二八七医院
21599,西马各庄西口
21600,头二营
21601,西罗园第四社区
21602,永乐村
21603,崔家庄村
21604,信号塔
21605,云志科研所
21606,模式口东里
21607,五里松
21608,仙居谷
21609,王家场工业园
21610,颐和园路东口
21611,崇内大街社区
21612,卢庄村
21613,永乐园社区
21614,旧宫东口
21615,上万东站
21616,二街村
21617,丰台齐庄
21618,大柳树
21619,罗奇营西
21620,志新路
21621,公安大学西门
21622,展览路口南
21623,双玉南街社区
21624,北京制药厂
21625,西岳台村
21626,上台子村
21627,南厂东社区
21628,灵境胡同
21629,玉带河大街居委会
21630,幽径园
21631,二级路路口
21632,安定桥
21633,建新北区第一社区
21634,新东关社区
21635,前鼓楼苑胡同
21636,西马尾帽
21637,钟鼓胡同
21638,空军机关大院第二社区
21639,垡头北站
21640,东教场胡同
21641,小沙务
21642,中国公安大学
