zhuanrangfei,rental_price,pay_method,jianzhumianji,shiyongmianji,shengyuzuqi,zhuanrangfangshi,floor,zhuangxiu,building_type,shifoufenge,shihejingying,loupanmingcheng,loupandizhi,miankuan,jinshen,cenggao,elvator_number,service_price,function_list,release_date,url,location_coords
,6000元/月,月付,0平,,,,第1层(共7层),"精装修
                                ",住宅底商 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，家居建材，其他,怡港花园商铺,"
                                    黄埔东路怡港花园楼下 ",,,,,,,2019/7/23 11:51:11,https://gz.shop.fang.com/zu/1_52133606.html,"113.454048,23.099438"
,1500元/月,月付,35㎡,,,,第1层(共4层),"简单装修
                                ",临街门面 ,否,餐饮美食，休闲娱乐，美容美发，生活服务，百货超市，其他,"
                                    广州南站 ","
                                    广州南站 ",,,,,,"网络,停车位",2019/7/23 19:50:57,https://gz.shop.fang.com/zu/1_52133653.html,"113.267080,22.988342"
3万元,4400元/月,押二付一,0平,,36个月,,第1层(共1层),"简装修
                                ",临街门面 ,否,餐饮美食,恒大山水城商铺,"
                                    广汕路与省道118线交界处 ",10.00米,7.00米,5.00米,,租金已包含,"网络,暖气,停车位,中央空调,下水,可明火,排烟,排污,燃气,外摆区",2019/7/22 19:58:42,https://gz.shop.fang.com/zu/1_52133538.html,"113.616645,23.296087"
8.5万元,9100元/月,押三付一,0平,,10个月,,第1层(共2层),"精装修
                                ",商业街商铺 ,是,百货超市，酒店宾馆，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,中山大道中商铺,"
                                    中山大道中 ",5.00米,10.00米,5.00米,,0.1元/月,"网络,停车位,扶梯,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/30 21:24:36,https://gz.shop.fang.com/zu/1_52138630.html,"113.409315,23.119753"
,9000元/月,押二付一,144㎡,,,,第1层(共2层),"精装修
                                ",临街门面 ,否,百货超市，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐,"
                                    新塘白江底商 ","
                                    广东省广州市增城市广深大道西辅路 ",7.00米,11.00米,10.00米,,4.5元/月,"网络,停车位,上水,下水,可明火,排烟,排污,外摆区",2019/8/16 10:29:37,https://gz.shop.fang.com/zu/1_52136457.html,"113.623968,23.121412"
,25843元/月,月付,75㎡,,,,第1层(共10层),"精装修
                                ",商业街商铺 ,是,服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市,"
                                    滨江东临街 ","
                                    521号30号车位之一 ",,,,,,"网络,暖气,停车位",2019/8/16 16:24:34,https://gz.shop.fang.com/zu/1_52136508.html,"113.295549,23.068470"
14万元,12000元/月,押二付一,44㎡,,8个月,,第1层(共1层),"精装修
                                ",临街门面 ,否,餐饮美食,"
                                    粤色茶颜 ","
                                    广东省广州市增城市挂绿路10 ",4.00米,11.00米,4.00米,,租金已包含,"网络,中央空调,上水,下水,可明火",2019/9/1 13:06:08,https://gz.shop.fang.com/zu/1_52138825.html,"113.282671,23.125676"
,450000元/月,月付,200㎡,,,,第1层(共2层),"简单装修
                                ",临街门面 ,否,休闲娱乐，生活服务，百货超市，家居建材，其他,"
                                    广州纳金科技 ","
                                    瑞和路39号 ",,,,,,"网络,暖气,停车位",2019/8/29 14:36:35,https://gz.shop.fang.com/zu/1_52138477.html,"113.504610,23.153610"
,559320元/月,面议,395㎡,,,,第5层(共5层),"精装修
                                ",写字楼配套底商 ,否,服饰鞋包，美容美发，生活服务，家居建材，其他,"
                                    广东中信建江集团有限公司 ","
                                    105国道595号金城花园健康城5楼 ",,,,,,"网络,客梯",2019/9/2 15:47:30,https://gz.shop.fang.com/zu/1_52138954.html,"113.247409,23.131954"
,23700元/月,押二付一,161㎡,,,,第1层(共2层),"精装修
                                ",临街门面 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    海港花园 ","
                                    广东省广州市海珠区新港东路200号 ",10.00米,15.00米,6.60米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/24 9:03:10,https://gz.shop.fang.com/zu/1_52133673.html,"113.346470,23.097568"
1.6万元,4500元/月,押二付二,0平,,1个月,,第1层(共1层),"简装修
                                ",临街门面 ,否,餐饮美食,时尚天河商业广场,"
                                    广州天河体育中心正南门西侧 ",1.00米,1.00米,1.00米,客梯0个，货梯1个,租金已包含,,2019/9/3 18:28:22,https://gz.shop.fang.com/zu/1_52139105.html,"113.323714,23.133875"
,8000元/月,月付,120㎡,,,,第1层(共7层),"简装修
                                ",住宅底商 ,否,餐饮美食，美容美发，生活服务，百货超市，家居建材,"
                                    新滘东路赤沙东约临街靓铺 ","
                                    新滘东路赤沙东约高桥新苑一巷5号 ",,,,,,停车位,2019/9/1 15:21:52,https://gz.shop.fang.com/zu/1_52138845.html,"113.347925,23.079723"
,23250元/月,面议,50000平,,,,第2层(共2层),"简装修
                                ",临街门面 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，酒店宾馆，家居建材，其他,萝岗万达广场商铺,"
                                    科学城开创大道与科丰路交汇处 ",,,,,,,2019/9/2 16:53:49,https://gz.shop.fang.com/zu/1_52138961.html,"113.465038,23.168278"
,8270元/月,押二付一,0平,,,,第1层(共1层),"简装修
                                ",临街门面 ,是,家居建材，服饰鞋包，生活服务，休闲娱乐，其他,江燕路商铺,"
                                    江南大道408号 ",4.10米,12.00米,4.50米,,0.5元/月,"网络,上水,下水,燃气",2019/9/4 21:28:15,https://gz.shop.fang.com/zu/1_52139225.html,"113.275672,23.075332"
,24750元/月,面议,50000平,,,,第2层(共3层),"精装修
                                ",商业街商铺 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，百货超市，家居建材，其他,萝岗万达广场商铺,"
                                    科学城开创大道与科丰路交汇处 ",,,,,,网络,2019/9/2 17:15:30,https://gz.shop.fang.com/zu/1_52138967.html,"113.465038,23.168278"
7万元,15000元/月,押一付二,300000 平,,24个月,,第1层(共1层),"精装修
                                ",商业街商铺 ,否,餐饮美食,正佳广场,"
                                    天河路208号 ",2.50米,3.40米,2.00米,客梯8个，货梯2个,租金已包含,"停车位,客梯,货梯,中央空调,上水,下水,排烟,排污,外摆区",2019/8/30 18:53:39,https://gz.shop.fang.com/zu/1_52138620.html,"113.327990,23.132189"
,800000元/月,面议,11800㎡,,,,第-1层(共10层),"毛坯
                                ",临街门面 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，酒店宾馆，家居建材，其他,"
                                    西丽商业城 ","
                                    西丽南路 ",,,,,,"停车位,客梯",2019/9/3 11:17:07,https://gz.shop.fang.com/zu/1_52139042.html,"113.352866,22.939600"
7万元,4000元/月,押二付一,0平,,26个月,,第1层(共1层),"简装修
                                ",临街门面 ,否,餐饮美食,从化环城路商铺,"
                                    街口镇环城路 ",8.00米,6.00米,1.00米,,租金已包含,,2019/9/5 9:10:13,https://gz.shop.fang.com/zu/1_52139237.html,"113.581428,23.552816"
,121500元/月,月付,45㎡,,,,第1层(共2层),"毛坯
                                ",商业街商铺 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，其他,"
                                    创基丽江国际 ","
                                    万达旁、临地铁，增城政务中心 ",,,,,,"停车位,客梯,货梯",2019/8/9 11:46:22,https://gz.shop.fang.com/zu/1_52135717.html,"113.820878,23.271798"
,11000元/月,面议,100㎡,,,,第-1层(共6层),"简单装修
                                ",其他 ,是,其他,"
                                    中大布匹市场 ","
                                    广州长江轻纺城 ",,,,,,"客梯,货梯",2019/9/3 17:09:44,https://gz.shop.fang.com/zu/1_52139097.html,"113.294044,23.085867"
2万元,5500元/月,押二付一,0平,,,,第1层(共2层),"简装修
                                ",住宅底商 ,否,家居建材，服饰鞋包，生活服务，美容美发，休闲娱乐,文昌南路商铺,"
                                    荔湾区文昌南路 ",3.00米,5.00米,9.00米,,15元/月,,2019/9/5 16:12:09,https://gz.shop.fang.com/zu/1_52139302.html,"113.244376,23.115896"
,5500元/月,押三付一,5平,,,,第1层(共3层),"毛坯
                                ",临街门面 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,奥园康威广场商铺,"
                                    新塘镇荔新大道12路33号 ",7.00米,10.00米,10.00米,客梯2个，货梯4个,6元/月,,2019/8/28 22:34:18,https://gz.shop.fang.com/zu/1_52138356.html,"113.633676,23.153277"
6万元,3500元/月,押一付一,90㎡,,90个月,,第1层(共2层),"精装修
                                ",商业街商铺 ,否,服饰鞋包，美容美发，餐饮美食,"
                                    姬利美容 ","
                                    广东省广州市白云区解放庄六巷7 ",25.00米,30.00米,3.00米,,租金已包含,"网络,停车位,客梯,扶梯,上水,下水,可明火,排烟,燃气,外摆区",2019/9/6 14:16:28,https://gz.shop.fang.com/zu/1_52139376.html,"113.236059,23.428936"
,9450元/月,押二付一,51.33㎡,,,,第1层(共1层),"毛坯
                                ",住宅底商 ,否,百货超市，生活服务，美容美发，餐饮美食，其他,"
                                    保利学府里 ","
                                    广东省广州市黄埔区蟹山路48号 ",5.00米,10.00米,5.00米,,6元/月,,2019/8/10 18:18:58,https://gz.shop.fang.com/zu/1_52135890.html,"113.440848,23.103409"
2.2万元,1500元/月,押二付一,26㎡,,12个月,,第1层(共1层),"简装修
                                ",临街门面 ,否,百货超市，服饰鞋包，美容美发，餐饮美食，休闲娱乐,"
                                    潮汕板筋饭 ","
                                    广东省广州市越秀区朝阳大街8号 ",6.00米,6.00米,4.00米,,1.5元/月,"上水,下水,可明火,排烟,排污,外摆区",2019/8/15 23:57:24,https://gz.shop.fang.com/zu/1_52136438.html,"113.349453,23.007481"
,12400元/月,押一付二,62㎡,,,,第1层(共19层),"简装修
                                ",住宅底商 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    格风发廊 ","
                                    广东省广州市海珠区悦安街4 ",4.10米,15.00米,3.00米,,15元/月,,2019/9/4 16:27:25,https://gz.shop.fang.com/zu/1_52139206.html,"113.285587,23.086742"
5.6万元,3300元/月,押一付一,35㎡,,18个月,,第1层(共6层),"精装修
                                ",写字楼配套底商 ,否,美容美发，餐饮美食，其他,"
                                    叫了个炸鸡 ","
                                    广东省广州市天河区毓南路12号 ",4.00米,8.00米,3.00米,,租金已包含,"网络,下水,可明火,排烟,排污",2019/8/30 15:17:48,https://gz.shop.fang.com/zu/1_52138575.html,"113.374764,23.129740"
,36000元/月,押二付一,200㎡,,,,第1层(共5层),"毛坯
                                ",临街门面 ,否,百货超市，生活服务，美容美发，餐饮美食，其他,"
                                    南岗地铁站 ","
                                    广东省广州市黄埔区黄埔东路3729号 ",5.00米,16.00米,9.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/23 16:46:59,https://gz.shop.fang.com/zu/1_52133634.html,"113.365641,23.015962"
,9200元/月,押一付二,46㎡,,,,第1层(共19层),"简装修
                                ",住宅底商 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，休闲娱乐，其他,"
                                    锦泰商行 ","
                                    广东省广州市海珠区悦安街4 ",3.00米,15.00米,3.00米,,15元/月,,2019/9/4 16:15:03,https://gz.shop.fang.com/zu/1_52139205.html,"113.294794,23.068656"
,30000元/月,月付,500㎡,,,,第1层(共3层),"毛坯
                                ",商业街商铺 ,是,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，酒店宾馆，家居建材,"
                                    树德小马驹创意园 ","
                                    渔兴路49号 ",,,,,,停车位,2019/9/5 17:27:55,https://gz.shop.fang.com/zu/1_52139316.html,"113.297962,23.332638"
,12000元/月,面议,43㎡,,,,第1层(共1层),"简单装修
                                ",商业街商铺 ,否,其他,"
                                    hom&you ","
                                    盈彩街76号 ",,,,,,,2019/7/27 14:51:03,https://gz.shop.fang.com/zu/1_52134026.html,"113.270792,23.116171"
3.5万元,1400元/月,押一付二,21㎡,,22个月,,第1层(共1层),"简装修
                                ",临街门面 ,否,生活服务，美容美发，餐饮美食，其他,"
                                    柒分食健身餐轻食沙拉 ","
                                    广东省广州市天河区棠下丰乐路大塘边街6号 ",3.00米,7.00米,3.00米,,租金已包含,"网络,上水,下水,可明火,排烟,排污,燃气",2019/7/22 21:18:36,https://gz.shop.fang.com/zu/1_52133545.html,"113.290640,23.216944"
,16000元/月,押二付一,36㎡,,,,第1层(共9层),"简单装修
                                ",临街门面 ,否,"
                                    江南大道南商铺 ",0平,3.00米,12.00米,6.00米,江南大道南商铺,,租金已包含,,2019/9/7 11:49:46,https://gz.shop.fang.com/zu/1_52139545.html,"113.325057,23.126164"
,1元/月,面议,3000㎡,,,,第1层(共1层),"毛坯
                                ",其他 ,否,生活服务，家居建材，其他,"
                                    番禺南村雅居乐附近 ","
                                    番禺南村雅居乐附近 ",,,,,,,2019/9/6 13:21:14,https://gz.shop.fang.com/zu/1_52139370.html,"113.358313,23.013208"
,1元/月,面议,3000㎡,,,,第1层(共1层),"毛坯
                                ",其他 ,是,生活服务，家居建材，其他,"
                                    番禺南村镇雅居乐附近 ","
                                    南村雅居乐附近 ",,,,,,停车位,2019/9/6 13:11:12,https://gz.shop.fang.com/zu/1_52139369.html,"113.379100,23.003863"
,1150元/月,押二付一,地下0个，地上0个,,,,第1层(共1层),"简装修
                                ",住宅底商 ,否,"
                                    金碧新城商铺 ",0平,3.00米,4.00米,4.50米,12个月,,3.5元/月,扶梯,2019/9/2 0:50:32,https://gz.shop.fang.com/zu/1_52138898.html,"113.325057,23.126164"
,22000元/月,月付,1376.8㎡,,,,第3层(共4层),"精装修
                                ",商业街商铺 ,否,餐饮美食，酒店宾馆,"
                                    六天酒店 ","
                                    上二商业街 ",,,,,,"网络,停车位",2019/9/6 13:54:51,https://gz.shop.fang.com/zu/1_52139371.html,"113.446372,23.103559"
2.3万元,1500元/月,押二付一,26㎡,,6个月,,第1层(共2层),"简装修
                                ",临街门面 ,否,服饰鞋包，生活服务，美容美发，餐饮美食，其他,"
                                    白云区瑶台富民城超市附近 ","
                                    广东省广州市越秀区朝阳大街12号 ",4.00米,2.00米,4.00米,,租金已包含,"网络,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/7 23:36:38,https://gz.shop.fang.com/zu/1_52139636.html,"113.252066,23.157478"
18万元,3950元/月,押一付二,60㎡,,29个月,,第1层(共6层),"精装修
                                ",住宅底商 ,否,生活服务，餐饮美食,"
                                    奢茶店 ","
                                    广东省广州市白云区江夏北二路一巷 ",3.10米,6.30米,4.10米,,租金已包含,,2019/9/8 18:25:20,https://gz.shop.fang.com/zu/1_52139775.html,"113.273289,23.157290"
8.5万元,2500元/月,押二付一,35㎡,,,,第1层(共3层),"精装修
                                ",临街门面 ,否,"
                                    汉堡新语 ","
                                    广东省广州市番禺区头庙路11号 ",3.00米,8.00米,5.00米,36个月,,租金已包含,,2019/8/9 2:08:09,https://gz.shop.fang.com/zu/1_52135618.html,"113.259705,22.985454"
,9500元/月,押二付一,50㎡,,,,第1层(共3层),"毛坯
                                ",临街门面 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，休闲娱乐,"
                                    仁济路 ","
                                    广东省广州市越秀区仁济路71号 ",5.00米,10.00米,4.00米,,租金已包含,,2019/9/8 15:56:15,https://gz.shop.fang.com/zu/1_52139736.html,"113.255375,23.109192"
,5500元/月,押二付一,30㎡,,,,第1层(共2层),"简装修
                                ",临街门面 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，其他,"
                                    光塔路 ","
                                    广东省广州市越秀区光塔路186号 ",5.00米,6.00米,3.20米,,租金已包含,,2019/9/8 15:35:28,https://gz.shop.fang.com/zu/1_52139721.html,"113.257491,23.123184"
,4600元/月,月付,40㎡,,,,第1层(共1层),"毛坯
                                ",商业街商铺 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务,"
                                    石溪新业路福全街 ","
                                    2025东篱创新谷 ",,,,,,停车位,2019/9/7 15:53:58,https://gz.shop.fang.com/zu/1_52139583.html,"113.284275,23.066294"
7万元,10000元/月,押二付一,200㎡,,48个月,,第2层(共3层),"精装修
                                ",住宅底商 ,是,酒店宾馆，家居建材，服饰鞋包，生活服务，美容美发，休闲娱乐，其他,"
                                    番禺大学城立德街方圆时光 ","
                                    广东省广州市番禺区立德街 ",20.00米,25.00米,3.80米,,2元/月,"网络,暖气,中央空调,上水,下水",2019/9/3 13:58:42,https://gz.shop.fang.com/zu/1_52139057.html,"113.405292,23.039609"
,300元/月,面议,3㎡,,,,第1层(共2层),"简单装修
                                ",住宅底商 ,否,其他,"
                                    天河区计经大楼 ","
                                    天河区纪经大楼 ",,,,,,,2019/7/17 17:55:45,https://gz.shop.fang.com/zu/1_52133018.html,"113.322714,23.146035"
,9600元/月,面议,80㎡,,,,第8层(共8层),"简单装修
                                ",临街门面 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，酒店宾馆，家居建材，其他,"
                                    花都科技 ","
                                    花都科技局 ",,,,,,客梯,2019/8/17 14:45:53,https://gz.shop.fang.com/zu/1_52136600.html,"113.174441,23.459116"
,85000元/月,押二付一,710㎡,,,,第2层(共31层),"精装修
                                ",住宅底商 ,否,百货超市，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    宝华路宝华豪庭 ","
                                    广东省广州市荔湾区宝华路49号 ",49.60米,35.00米,3.80米,,21元/月,"客梯,货梯,上水,下水,可明火,排烟,排污",2019/8/27 19:08:15,https://gz.shop.fang.com/zu/1_52138174.html,"113.241468,23.114402"
,120000元/月,押二付一,1400㎡,,,,第3层(共6层),"精装修
                                ",住宅底商 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    宝华豪庭 ","
                                    广东省广州市荔湾区宝华路49号 ",49.60米,35.00米,3.80米,,21元/月,"客梯,货梯",2019/8/27 19:12:00,https://gz.shop.fang.com/zu/1_52138175.html,"113.241468,23.114402"
,5800元/月,押二付一,65㎡,,,,第1层(共1层),"毛坯
                                ",临街门面 ,否,百货超市，酒店宾馆，家居建材，服饰鞋包，生活服务，美容美发，休闲娱乐，其他,"
                                    保利i立方 ","
                                    广东省广州市增城市廊桥路 ",5.00米,13.00米,5.50米,,3.5元/月,,2019/8/7 15:27:37,https://gz.shop.fang.com/zu/1_52135285.html,"113.619559,23.191799"
,6500元/月,月付,70㎡,,,,第1层(共2层),"精装修
                                ",临街门面 ,否,其他,"
                                    均禾五金市场 ","
                                    均禾大道 ",,,,,,,2019/9/8 16:55:19,https://gz.shop.fang.com/zu/1_52139770.html,"113.259442,23.254096"
,1元/月,月付,654.6㎡,,,,第2层(共5层),"精装修
                                ",购物中心/百货 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，其他,"
                                    东方汇广场 ","
                                    东方汇广场 ",,,,,,"网络,暖气,停车位,客梯,货梯",2019/8/20 11:46:20,https://gz.shop.fang.com/zu/1_52136879.html,"113.445589,23.186366"
,10825元/月,面议,433㎡,,,,第3层(共5层),"精装修
                                ",购物中心/百货 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，其他,"
                                    东方汇广场 ","
                                    东方汇广场 ",,,,,,"网络,暖气,停车位,客梯,货梯",2019/8/20 16:12:29,https://gz.shop.fang.com/zu/1_52136915.html,"113.445589,23.186366"
10万元,12000元/月,面议,100㎡,,27个月,,第1层(共7层),"精装修
                                ",临街门面 ,是,百货超市，家居建材，服饰鞋包，生活服务，美容美发，休闲娱乐，其他,"
                                    听风者服装店 ","
                                    广东省广州市白云区人和镇106国道旁粮所综大楼首层 ",7.00米,10.00米,2.00米,,租金已包含,"网络,上水,下水,排污,外摆区",2019/9/9 16:07:34,https://gz.shop.fang.com/zu/1_52139871.html,"113.272909,23.135976"
,5000元/月,押二付一,30㎡,,,,第1层(共8层),"简装修
                                ",商业街商铺 ,否,百货超市，家居建材，生活服务，美容美发，餐饮美食，其他,"
                                    猪三爷 ","
                                    广东省广州市白云区谢家南社街20 ",4.00米,8.00米,5.00米,,0.1元/月,"网络,上水,下水,可明火,排烟,排污",2019/8/22 17:04:27,https://gz.shop.fang.com/zu/1_52137255.html,"113.395652,23.127688"
,8000元/月,月付,12㎡,,,,第1层(共1层),"简单装修
                                ",临街门面 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，酒店宾馆，家居建材，其他,"
                                    新市主街双门面奶茶店转让 ","
                                    广州市白云区新市南街45号联富商业文化广场B座堂茶店 ",,,,,,,2019/9/8 4:43:21,https://gz.shop.fang.com/zu/1_52139641.html,"113.388417,22.975885"
,10825元/月,月付,433㎡,,,,第3层(共5层),"精装修
                                ",购物中心/百货 ,否,餐饮美食，休闲娱乐，美容美发，生活服务，其他,"
                                    东方汇广场 ","
                                    东方汇广场 ",,,,,,"网络,暖气,停车位,客梯,货梯",2019/8/20 11:07:23,https://gz.shop.fang.com/zu/1_52136875.html,"113.445589,23.186366"
,4500元/月,押二付一,30㎡,,24个月,,第1层(共1层),"简装修
                                ",住宅底商 ,否,餐饮美食,"
                                    轻食g义 ","
                                    广东省广州市天河区华康街22号-1楼-29号 ",4.00米,7.00米,5.00米,,1元/月,"网络,停车位,中央空调,上水,下水,外摆区",2019/8/27 14:00:56,https://gz.shop.fang.com/zu/1_52138127.html,"113.269535,23.094765"
,1000元/月,押二付一,21㎡,,,,第1层(共28层),"精装修
                                ",临街门面 ,否,百货超市，家居建材，服饰鞋包，生活服务，休闲娱乐，其他,"
                                    广州市白云区圣雅堡 ","
                                    广东省广州市白云区增槎路153号 ",3.00米,6.00米,6.00米,,10元/月,"停车位,客梯,上水",2019/8/29 8:45:36,https://gz.shop.fang.com/zu/1_52138377.html,"113.222773,23.150579"
,4000元/月,押一付二,25㎡,,,,第1层(共1层),"简装修
                                ",购物中心/百货 ,是,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    农贸批发市场 ","
                                    广东省广州市黄埔区黄埔东路2845 ",4.00米,6.50米,5.00米,,租金已包含,"停车位,上水,下水,可明火,外摆区",2019/9/10 12:27:14,https://gz.shop.fang.com/zu/1_52139988.html,"113.274802,23.230441"
,11000元/月,押一付二,0平,,,,第1层(共1层),"毛坯
                                ",临街门面 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,永福路商铺,"
                                    广州市越秀区永福路6号 ",3.60米,9.00米,5.00米,,8元/月,,2019/8/1 16:17:24,https://gz.shop.fang.com/zu/1_52134516.html,"113.301104,23.144978"
,16000元/月,月付,30㎡,,,,第1层(共5层),"简单装修
                                ",购物中心/百货 ,否,餐饮美食,"
                                    广州中山八路荔景商城 ","
                                    中山八路12号东浚荔景商城 ",,,,,,,2019/9/9 14:16:25,https://gz.shop.fang.com/zu/1_52139851.html,"113.240520,23.125915"
,6000元/月,押一付三,100 平,,,,第3层(共3层),"毛坯
                                ",商业街商铺 ,否,百货超市，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,萝岗奥园广场商铺,"
                                    开创大道与香雪八路交汇处 ",7.80米,6.39米,4.00米,,3.5元/月,,2019/7/25 10:01:57,https://gz.shop.fang.com/zu/1_52133770.html,"113.496645,23.173559"
,360000元/月,面议,150㎡,,,,第1层(共3层),"毛坯
                                ",商业街商铺 ,是,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市,"
                                    越秀可逸江畔 ","
                                    越秀可逸江畔 ",,,,,,"停车位,客梯,货梯",2019/9/9 15:02:44,https://gz.shop.fang.com/zu/1_52139861.html,"113.363001,22.904547"
,12500元/月,月付,22㎡,,,,第1层(共5层),"简单装修
                                ",购物中心/百货 ,否,餐饮美食,"
                                    东浚荔景商城首层美食区 ","
                                    中山八路12号 ",,,,,,,2019/9/9 14:24:16,https://gz.shop.fang.com/zu/1_52139854.html,"113.324803,23.135971"
,6000元/月,面议,55㎡,,,,第1层(共1层),"简单装修
                                ",临街门面 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，家居建材，其他,"
                                    转角店铺 ","
                                    太和和乐路101号 ",,,,,,停车位,2019/7/25 14:09:22,https://gz.shop.fang.com/zu/1_52133788.html,"113.384129,22.937244"
,5500元/月,月付,50㎡,,,,第1层(共3层),"简单装修
                                ",临街门面 ,否,百货超市,"
                                    市桥小区 ","
                                    小区 ",,,,,,网络,2019/7/25 13:57:04,https://gz.shop.fang.com/zu/1_52133787.html,"113.390732,23.116541"
,1500000元/月,面议,15000㎡,,,,第1层(共3层),"毛坯
                                ",商业街商铺 ,是,餐饮美食，服饰鞋包，休闲娱乐，家居建材,"
                                    增城合汇商业广场 ","
                                    合汇广场 ",,,,,,"网络,停车位,客梯,货梯",2019/7/27 10:35:15,https://gz.shop.fang.com/zu/1_52133989.html,"113.769125,23.186018"
6万元,17930元/月,押三付一,25㎡,,48个月,,第1层(共9层),"精装修
                                ",临街门面 ,是,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    中鼎君和名城 ","
                                    广东省广州市黄埔区大沙地西295 ",4.00米,9.00米,7.00米,,租金已包含,"网络,停车位,上水,下水,可明火,排烟,排污,外摆区",2019/7/20 15:49:01,https://gz.shop.fang.com/zu/1_52133322.html,"113.454642,23.107663"
,880元/月,面议,16.17㎡,,,,第2层(共8层),"简单装修
                                ",住宅底商 ,否,"
                                    体育东横街商铺 ",0平,3.50米,2.10米,3.00米,12个月,,1元/月,,2019/7/29 14:25:02,https://gz.shop.fang.com/zu/1_52134180.html,"113.325057,23.126164"
7万元,28000元/月,押一付三,0平,,36个月,,第1层(共32层),"精装修
                                ",临街门面 ,否,服饰鞋包,华景新城商铺,"
                                    天河区中山大道105号 ",2.80米,8.00米,5.00米,,3元/月,"网络,中央空调,上水,下水,排烟,排污",2019/7/29 15:24:33,https://gz.shop.fang.com/zu/1_52134189.html,"113.363788,23.141032"
,14500元/月,面议,70㎡,,,,第1层(共9层),"精装修
                                ",临街门面 ,否,餐饮美食,"
                                    白云区望岗创展中心一楼临街 ","
                                    望岗创展中心一楼临街 ",,,,,,"网络,停车位",2019/7/25 15:22:01,https://gz.shop.fang.com/zu/1_52133796.html,"113.273289,23.157290"
,816000元/月,面议,1200㎡,,,,第2层(共5层),"简单装修
                                ",商业街商铺 ,是,餐饮美食，休闲娱乐，百货超市，其他,"
                                    广州市荔湾区上下九步行街招 ","
                                    广州市荔湾区上下九步行街十甫路 ",,,,,,"网络,客梯,货梯",2019/7/28 9:13:16,https://gz.shop.fang.com/zu/1_52134077.html,"113.249463,23.115127"
,3300元/月,押二付一,20㎡,,,,第1层(共1层),"简装修
                                ",商业街商铺 ,否,百货超市，服饰鞋包，生活服务，美容美发，休闲娱乐，其他,"
                                    三元里抗英大街商场 ","
                                    广东省广州市白云区抗英大街28号之40 ",3.60米,5.50米,3.00米,,租金已包含,中央空调,2019/7/30 0:17:26,https://gz.shop.fang.com/zu/1_52134235.html,"113.261664,23.156653"
,17440元/月,面议,218㎡,,,,第1层(共4层),"简单装修
                                ",其他 ,是,服饰鞋包,"
                                    长盛国际时尚中心 ","
                                    石槎路363号 ",,,,,,"网络,停车位,客梯,货梯",2019/7/24 13:01:50,https://gz.shop.fang.com/zu/1_52133698.html,"113.244107,23.191607"
